Source,Target,Weight,Lag,Edge_Type
Temperature_lag_2,Temperature,0.9363537317427872,2,lagged
Humidity_lag_2,Humidity,0.7833026134031913,2,lagged
Humidity_lag_1,Sunshine,-0.7651619010582235,1,lagged
Delivery_lag_2,Sales,0.598838591657396,2,lagged
Delivery_lag_1,Factory_Issue,0.4452562993227428,1,lagged
Rainfall_lag_1,typical_rain_mm,0.4139322034558714,1,lagged
Humidity_lag_2,Sunshine,0.40483700202597833,2,lagged
Factory_Issue_lag_1,Production,0.3936514971125671,1,lagged
Sunshine_lag_2,Sunshine,0.37715296162524703,2,lagged
Humidity_lag_2,Rainfall,0.3768613974320769,2,lagged
Sales_lag_2,BDT_USD,0.2747943985973008,2,lagged
Sales_lag_2,Delivery,0.26328960233249427,2,lagged
Delivery_lag_2,Delivery,0.2621245609123825,2,lagged
Production_lag_2,Factory_Issue,0.22692005496495748,2,lagged
Sales_lag_1,Delivery,0.21915191557567668,1,lagged
Factory_Issue_lag_2,Delivery,0.21479083575277425,2,lagged
Humidity_lag_1,Temperature,-0.20592541982660445,1,lagged
Humidity_lag_2,Temperature,0.20539369021720985,2,lagged
typical_rain_mm_lag_2,Rainfall,0.19623029999010314,2,lagged
Production_lag_2,Production,0.1912754023178813,2,lagged
Factory_Issue_lag_2,Factory_Issue,0.18978902146221863,2,lagged
Rainfall_lag_2,typical_rain_mm,-0.17673774318856622,2,lagged
Rainfall_lag_2,Rainfall,0.1628479071704382,2,lagged
Rainfall_lag_1,Sunshine,0.16278330206370098,1,lagged
Sales_lag_1,BDT_USD,-0.15400735280392558,1,lagged
Sales_lag_1,Factory_Issue,0.1382958554331883,1,lagged
typical_rain_mm_lag_2,typical_rain_mm,0.12824961774896315,2,lagged
Sales_lag_2,Sales,0.12429104983793993,2,lagged
Factory_Issue_lag_2,Production,0.11764785643524327,2,lagged
BDT_USD_lag_2,Humidity,0.11762015779506195,2,lagged
Sales_lag_1,Production,0.11262525478277648,1,lagged
Factory_Issue_lag_1,BDT_USD,-0.10972623945418776,1,lagged
Temperature_lag_2,BDT_USD,0.10761618303812095,2,lagged
Production_lag_2,Delivery,0.10725603342661426,2,lagged
Delivery_lag_1,Production,0.09630393674604781,1,lagged
Factory_Issue_lag_2,BDT_USD,0.09401889220785985,2,lagged
typical_rain_mm_lag_1,Sunshine,-0.09042214239151239,1,lagged
Temperature_lag_2,typical_rain_mm,0.0888909422599818,2,lagged
Sunshine_lag_1,Temperature,0.08379288725038053,1,lagged
Sunshine_lag_2,BDT_USD,-0.07813758944103173,2,lagged
typical_rain_mm_lag_2,Sunshine,0.07489722825387313,2,lagged
BDT_USD_lag_2,BDT_USD,0.0717131740976301,2,lagged
BDT_USD_lag_2,Sales,-0.07018579512423125,2,lagged
Sunshine_lag_2,typical_rain_mm,-0.0687832021143967,2,lagged
Temperature_lag_2,Rainfall,0.06800647442347212,2,lagged
BDT_USD_lag_1,Temperature,0.06465564474489052,1,lagged
typical_rain_mm_lag_2,BDT_USD,0.06015415947187213,2,lagged
Delivery_lag_2,BDT_USD,-0.058611031884465946,2,lagged
Rainfall_lag_2,Humidity,0.057153188400347124,2,lagged
typical_rain_mm_lag_1,BDT_USD,-0.05611163458663538,1,lagged
Delivery_lag_2,Production,0.05450562865980925,2,lagged
Sunshine_lag_1,BDT_USD,-0.049460517166961475,1,lagged
Humidity_lag_1,BDT_USD,-0.048104859803592435,1,lagged
typical_rain_mm_lag_1,Sales,-0.047192199965893286,1,lagged
typical_rain_mm_lag_1,Humidity,0.044194715684018226,1,lagged
Sunshine_lag_2,Rainfall,0.03982080670984289,2,lagged
Rainfall_lag_2,Sunshine,-0.0363087640013527,2,lagged
Delivery_lag_1,Temperature,0.03242086784085996,1,lagged
Rainfall_lag_2,BDT_USD,0.0314134750411845,2,lagged
Sales_lag_2,Temperature,-0.03112739980457249,2,lagged
BDT_USD_lag_2,Rainfall,-0.029081811589757655,2,lagged
Rainfall_lag_1,Temperature,0.02824455000940771,1,lagged
BDT_USD_lag_2,Sunshine,-0.028196141225484323,2,lagged
Rainfall_lag_2,Temperature,0.02786237286474973,2,lagged
typical_rain_mm_lag_2,Humidity,-0.027820191939712264,2,lagged
Rainfall_lag_1,BDT_USD,-0.027412556820169846,1,lagged
Temperature_lag_2,Sunshine,0.02733184222904876,2,lagged
Sunshine_lag_2,Production,-0.024193364927562952,2,lagged
BDT_USD_lag_2,Temperature,-0.023009817143802562,2,lagged
Sales_lag_1,Temperature,-0.020584414085637614,1,lagged
Rainfall_lag_1,Humidity,0.018721481345654517,1,lagged
Production_lag_2,Sunshine,-0.014729681980201597,2,lagged
typical_rain_mm_lag_1,Temperature,-0.013291482573353657,1,lagged
BDT_USD_lag_2,Delivery,-0.011970283642098416,2,lagged
Production_lag_1,Temperature,0.011360020357928076,1,lagged
typical_rain_mm_lag_1,Delivery,-0.010083072913850003,1,lagged
typical_rain_mm_lag_2,Delivery,-0.008826457501643094,2,lagged
